Text,Label,text_cleaned,text_cleaned_t2e_vader
"Being so fucking composed all the time is getting tiring, I need to have a mental breakdown at some point   ",1,fucking composed time getting tiring need mental breakdown point,"Being so fucking composed all the time is getting tiring, I need to have a mental breakdown at some point"
I feel so mentally tortured right now. Dunno what to do  &  Feel completely out of control.,1,feel mentally tortured right now dunno feel completely control,I feel so mentally tortured right now. Dunno what to do Feel completely out of control.
I'm just going to say it. I'm a complete fucking mess here! Seriously wanting to just run and kiss a certain individual. She knows who she is. I can't tag her in it tho. She is still my better half.,1,just going say it complete fucking mess here seriously wanting just run kiss certain individual know is tag tho better half,I am just going to say it. I am a complete fucking mess here! Seriously wanting to just run and kiss a certain individual. She know who she is. I cannot tag her in it tho. She is still my better half.
I am so sad I have to work on Christmas. My favorite time of year & I'm gonna be working &/or alone in my apartment ??????????,1,sad work christmas favorite time year gonna working or apartment,I am so sad I have to work on Christmas. My favorite time of year I am gonna be working or alone in my apartment ??
"â€œI didnâ€™t want to wake up. I was having a much better time asleep. And thatâ€™s really sad."" ",1,didnt want wake up having better time asleep thats really sad,I didn t want to wake up. I wa having a much better time asleep. And that s really sad.
today is my last day of cipralex   - now on to the next drug ...â??ï¸�,1,today day cipralex drug,today is my last day of cipralex - now on to the next drug .. ??
"i hate getting so sad to the point where my body completely shuts down, and all i can do is just lay and think about all my problems. ",1,hate getting sad point body completely shuts down just lay think problem,"i hate getting so sad to the point where my body completely shuts down, and all i can do is just lay and think about all my problems."
Applied to 5 universities already. Now I need my Fasfa and scholarship letters ,1,applied university already need fasfa scholarship letter,Applied to university already. Now I need my Fasfa and scholarship letter
People are so thankful for their life around . I get  because I don't feel anything.,1,people thankful life not feel anything,People are so thankful for their life around . I get because I do not feel anything.
"I have never experienced more of an emotional rollercoaster like I did with my  and  than I did yesterday. Not since I was at least 19. The guilt I feel today for how I treated my child is immense. These disorders are no joke. I'm sorry and I love you, Bug.",1,experienced emotional rollercoaster like did did yesterday not guilt feel today treated child immense disorder joke sorry love you bug,"I have never experienced more of an emotional rollercoaster like I did with my and than I did yesterday. Not since I wa at least . The guilt I feel today for how I treated my child is immense. These disorder are no joke. I am sorry and I love you, Bug."
I really feel lk crying right now   ,1,really feel lk cry right,I really feel lk cry right now
Why do i always get treated like this...ugh!!!,1,treated like thisugh,Why do i always get treated like this..ugh!!
"It's really so sad, these stories about shootings. Makes me feel so  trying to keep my head up and not crash down again. Z",1,really sad story shooting make feel trying head not crash again z,"It is really so sad, these story about shootings. Makes me feel so trying to keep my head up and not crash down again. Z"
I can't even think about football let alone watch it this afternoon,1,think football let watch afternoon,I cannot even think about football let alone watch it this afternoon
"Watching Air Force One, good film but not paying much interest in it. Feel too rough ",1,watching air force one good film not paying it feel rough,"Watching Air Force One, good film but not paying much interest in it. Feel too rough"
Anyone got kik? I need someone to talk too   ,1,got kik need talk,Anyone got kik? I need someone to talk too
Watching your  video is a good way to remind yourself of why you're ,1,watching video good way remind,Watching your video is a good way to remind yourself of why you are
"I'm okay.  , Thank you for staying when everyone else left.",1,okay thank staying left,"I am okay. , Thank you for staying when everyone else left."
"how much attention does a kid need that he tags  and  on his instagram post, man up lil bih",1,attention doe kid need tag instagram post man lil bih,"how much attention doe a kid need that he tag and on his instagram post, man up lil bih"
That moment you miss someone and hurting over the memories and when you got a crush and looked like an idiot going to his dad for his number cause you don't know how to talk to him and looked like a bigger idiot asking to be good friends,1,moment miss hurting memory got crush looked like idiot going dad number cause not know talk looked like bigger idiot asking good friend,That moment you miss someone and hurting over the memory and when you got a crush and looked like an idiot going to his dad for his number cause you do not know how to talk to him and looked like a bigger idiot asking to be good friend
What I have to say about not posting since September is NEVER try suicide. Life is so worth so much more than a handful of pills.,1,say not posting september try suicide life worth handful pill,What I have to say about not posting since September is NEVER try suicide. Life is so worth so much more than a handful of pills.
When you feel like you have no friends at work anymore    out,1,feel like friend work anymore,When you feel like you have no friend at work anymore out
I decided to get fat over the holidays from thanksgiving to New Years. This is my last week of pigging out,1,decided fat holiday thanksgiving new year week pigging,I decided to get fat over the holiday from thanksgiving to New Years. This is my last week of pigging out
Sometimes the most difficult thing for a person is facing themselves.,1,difficult thing person facing themselves,Sometimes the most difficult thing for a person is facing themselves.
I’m so fuckin upset rn. Not coming back to twitter for a while. I’m so fucking done with everything rn. This sucks.,1,fuckin upset rn not coming twitter while fucking rn suck,I am so fuckin upset rn. Not coming back to twitter for a while. I am so fucking done with everything rn. This sucks.
Will start this new year as I did last one... Jobless and skint!   ,1,start new year did one jobless skint,Will start this new year a I did last one.. Jobless and skint!
