Text,Label,Score,text_cleaned
"@shimian lol. DK has actually dropped from top of the table, surprisingly Arms Warrior is top of the DPS at the moment ",fear,0.333,lol dk actually dropped table surprisingly arm warrior dp moment
@dish_answers I've contacted @dish @dish_answers #awful #service #whathappenedtocustomerservice,fear,0.396,contacted awful service whathappenedtocustomerservice
@dish_answers I've contacted @dish @dish_answers  #service #whathappenedtocustomerservice,fear,0.271,contacted service whathappenedtocustomerservice
@ManUtd Rooney needs to come off! Absolutely dreadful! 🙈🙈🙈 class goal from @carras16 @carras16 showing why he should be in the team!!,fear,0.479,rooney need come off absolutely dreadful class goal showing team
"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",fear,0.583,outrage party nominated lying corrupt person received donation nation support terror
@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful,fear,0.483,contact shocking experience clear sky holiday booked guy customerservicefail dreadful
@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail ,fear,0.438,contact shocking experience clear sky holiday booked guy customerservicefail
@jaimeotero_ how about saying something like 'if you're concerned about privacy use it only in incognito mode'. #alarmist,fear,0.5,saying like if concerned privacy use incognito mode alarmist
@jaimeotero_ how about saying something like 'if you're concerned about privacy use it only in incognito mode'. ,fear,0.271,saying like if concerned privacy use incognito mode
@KimPiggie @kristasaidthis oh every people can make tipo. It is terrible bullying them about that. It's trvial and very sad.😔,fear,0.6729999999999999,oh people make tipo terrible bullying that trvial sad
"But 'for me not to worry, they'll get a glass guy over and bill us for it'",fear,0.438,for not worry glass guy it
When you just want all the attention #cantsleep #nervous,fear,0.7709999999999999,just want attention cantsleep nervous
When you just want all the attention #cantsleep ,fear,0.5,just want attention cantsleep
"#GoodAfternoon! ^^ Doesn't matter whn you #start something, as long as you start it #today. 'Age' only exists in the mind. You are #Timeless",fear,0.208,goodafternoon doe not matter whn start something long start today age exists mind timeless
@comcast you charge 150 extra for sending someone out and your cable service still doesn't work. That's robbery. #cable  #service,fear,0.417,charge extra sending cable service doe not work robbery cable service
@comcast you charge 150 extra for sending someone out and your cable service still doesn't work. That's robbery.  #cable #horrible #service,fear,0.333,charge extra sending cable service doe not work robbery cable horrible service
More #terror attacks on #India means something ominous for #Pakistan The current situation can't last long,fear,0.62,terror attack india mean ominous pakistan current situation long
I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. ,fear,0.812,stepped shower spidey sens tangled immediately looked saw spider directly head
I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. #terror,fear,0.812,stepped shower spidey sens tangled immediately looked saw spider directly head terror
"@Away_Label_Not True Indeed! Next time if these midnight hunger pangs worry you,then you can order delicious rolls from #TRC via @ScootsyIt",fear,0.292,true indeed time midnight hunger pang worry youthen order delicious roll trc
"Good job #Texas for saying no to #Obama for #refugees who could be #terrorists! #Wakeup, #America! #Stop #terrorism. #pray @foxandfriends",fear,0.562,good job texas saying obama refugee terrorist wakeup america stop terrorism pray
"@ddcl2519 @ABC not nice.  Wishing harm on another human being is deplorable.  Your comments show how human, and humane you are. #bully",fear,0.542,not nice wishing harm human deplorable comment human humane are bully
"@ddcl2519 @ABC not nice.  Wishing harm on another human being is deplorable.  Your comments show how human, and humane you are. ",fear,0.521,not nice wishing harm human deplorable comment human humane are
@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted #bully,fear,0.542,tamra f swung tamrankelly piece needstobeadmitted bully
@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted ,fear,0.417,tamra f swung tamrankelly piece needstobeadmitted
The majority of my clients have family/ partner/ day job/ life AND write their beautiful books. #awe #gratitude #HARDwork,fear,0.125,majority client family partner day job life write beautiful book awe gratitude hardwork
The majority of my clients have family/ partner/ day job/ life AND write their beautiful books.  #gratitude #HARDwork,fear,0.123,majority client family partner day job life write beautiful book gratitude hardwork
@ibishotelsuk @ibisHotels_FR @ibishotelbr @ibishotel @ibishotelBDG @ibishotel1 to give me my keys back. They aren't for my house! #shocking,fear,0.625,key back not house shocking
@ibishotelsuk @ibisHotels_FR @ibishotelbr @ibishotel @ibishotelBDG @ibishotel1 to give me my keys back. They aren't for my house! ,fear,0.479,key back not house
"#Determine to #start putting the Word in your #heart #consistently. Every day a #line here, a line there--a tape here, a #tape there 💨",fear,0.34,determine start putting word heart consistently day line here line therea tape here tape
I went to this sushi spot &amp; they had tobi &amp; an ANBU mask hung on the wall behind them. I will start going there even tho I don't eat seafood,fear,0.25,went sushi spot amp tobi amp anbu mask hung wall them start going tho not eat seafood
RIP 'dancing on my own' after that awful song and dance,fear,0.314,rip wouldancing own awful song dance
"@nicky57672 Hi! We are working towards your highlighted concern and we will keep you posted on same. Regards, Himani",fear,0.327,hi working highlighted concern posted same regard himani
Caballero having a nightmare #sweeperkeepernot,fear,0.6609999999999999,caballero having nightmare sweeperkeepernot
"@Diana_Buds well, did she make you laugh with her panic mania or not??¿",fear,0.292,well did make laugh panic mania not
"there is no shame in fear, what matters is how we face it.",fear,0.375,shame fear matter face it
"Val got a little too big for her hiking boots with that bakewell, the little terror #GBBO",fear,0.417,val got little big hiking boot bakewell little terror gbbo
@PARISDENNARD why should I listen to someone with a tie like that? #awful,fear,0.354,listen tie like that awful
@PARISDENNARD why should I listen to someone with a tie like that? ,fear,0.333,listen tie like that
@outmagazine jesus heck you're awful,fear,0.375,jesus heck awful
I forgot #BB18 was on tonight  that is how much the real world has been distracting me #horrid ,fear,0.529,forgot bb tonight real world distracting horrid
"@atlabps He doesn't intimidate me, it just annoys me to have him by my side. The further he is, the better I feel",fear,0.479,doe not intimidate me just annoys side is better feel
"I wish I could fast forward 3 months from now, I'll know then where I'm at with my girl, my classes, and basketball. Rn I have pure #anxiety",fear,0.7709999999999999,wish fast forward month now know girl class basketball rn pure anxiety
"I wish I could fast forward 3 months from now, I'll know then where I'm at with my girl, my classes, and basketball. Rn I have pure ",fear,0.458,wish fast forward month now know girl class basketball rn pure
@DsWorld18 did you hear it? Cause I am getting messages about the ground shaking,fear,0.56,did hear it cause getting message ground shaking
Southampton playing really well here. Youngsters Matty Targett and Jake Hesketh in particular and Austin and Long formidable as a front two,fear,0.271,southampton playing really here youngster matty targett jake hesketh particular austin long formidable
#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz #shake,fear,0.625,tulsa police manufacture murder wonder carry burner maxlevelz shake
#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz ,fear,0.583,tulsa police manufacture murder wonder carry burner maxlevelz
If I was a ghost I'd haunt people by giving them cramps in both of their legs when they do cardio 😈😈😈 #Mwahaha,fear,0.312,ghost haunt people giving cramp leg cardio mwahaha
@zorefx you guys will see what i did in the next video but its fucking horrid,fear,0.583,guy did video fucking horrid
#Malaysian police arrest 4 people for suspected links to #terrorism including three #foreigners\n\n#Malaysia,fear,0.62,malaysian police arrest people suspected link terrorism including foreignersnn malaysia
I thought I wouldn't have to deal with that fire alarm again today and then I stepped into Mesa during their fire drill👀,fear,0.521,thought not deal alarm today stepped mesa drill
That moment of #panic when your zipper gets stuck when you're in the #bathroom and you realize the only way out of your jeans is #scissors,fear,0.8540000000000001,moment panic zipper get stuck bathroom realize way jean scissors
Why does #terrorism exist in the first place? #AskTrumpOneQuestion,fear,0.417,doe terrorism exist place asktrumponequestion
Multitasking .... I may have to induce these seeds of mine to sleep. #restless,fear,0.521,multitasking induce seed sleep restless
Multitasking .... I may have to induce these seeds of mine to sleep. ,fear,0.214,multitasking induce seed sleep
On the way to Laser Vista ... lens implantation ... #LaserVista #nervous #happy,fear,0.625,way laser vista lens implantation laservista nervous happy
