Text,Label,text_cleaned
@RegPCB I like a world where Love Island drarms is the worst thing I've got to worry about.,0,like world love island drarms worst thing got worry about
Come on blues #StateOfOrigin #Origin  #NSWBlues #nsw,0,come blue stateoforigin origin nswblues nsw
"After diagnosis the following day, I was in total denial. How could I be ? Me? My ego & denial instructed me to do Reverse search of myself. (This time I was on antidepressants) At least I knew what I was doing. (But with a swollen mind)",1,diagnosis following day total denial me ego denial instructed reverse search myself this time antidepressant knew doing but swollen mind
"Thought about  more than once over the holidays, all I seem 2 be doin is drink  & stay in bed ",1,thought holiday doin drink stay bed
Spare a thought tonight for all those suffering from  - it's not easy when you feel down and everyone around you is celebrating.,1,spare thought tonight suffering not easy feel celebrating
I need an IBF and takers...  ,1,need ibf taker
???¢ need to book a holiday asap   pic.twitter.com/gRBEuV5aIX,0,need book holiday asap
"Rain, the cold, wind and the first ripe cookers of the year. Autumn’s coming early to South Buckinghamshire....  pic.twitter.com/OvflB8Foef",0,rain cold wind ripe cooker year autumn coming early south buckinghamshire
I'm gonna see you one last time,1,gonna time
"Sigh ???” another year coming to a close. For the first time in a while, I want to be alone.  (1/2)",1,sigh year coming close time while want alone
The 1st thing I do when I'm  is look up sad things. I think I need to be looking up happy things instead.  pic.twitter.com/7h5BkVZKB8,1,st thing look sad thing think need looking happy thing instead
#happy #birthday #day trip #great day #super nice weather #blue sky #good mood #fun #love #ice cream #lycklig #födelsedag #öland,0,happy birthday day trip great day super nice weather blue sky good mood fun love ice cream lycklig fdelsedag land
"Reading tweets about someone's death makes me think I'll die someday, maybe soon, who knows... ",1,reading tweet death make think die someday maybe soon know
" is the thing which i hate the most and love to live with, for the simple reason that it keeps my mind working and keeps me awake",1,thing hate love live with simple reason keep mind working keep awake
I hate my life…it never going get better…depression is hell…I feel no one understand me…I only understand myself…,1,hate lifeit going betterdepression helli feel understand mei understand
That was the most beautiful thing I have ever seen. #Eclipse2017 #Eclipse #SolarEclipse #tears,0,beautiful thing seen eclipse eclipse solareclipse tear
Can we stop complaining about  until we recognize that we have institutionalized self-sufficiency and pathologized human interaction?  pic.twitter.com/sCFjoC5yOw,0,stop complaining recognize institutionalized selfsufficiency pathologized human interaction
"And if the Black Dog comes for me again this new year, perhaps this time I will have a brighter lantern to face the night. ",1,black dog come new year time brighter lantern face night
"Internet on point,Channel O on point ",1,internet pointchannel o point
It takes less #muscles to #laugh than to #frown - stops facial &amp; mental aging too! Laugh strongly &amp; often to #lead effectively! #leadership,0,take muscle laugh frown stop facial amp mental aging too laugh strongly amp lead effectively leadership
"Spread the love means no matter how hard life is, never stop smilling :) and be happy. Always.",0,spread love mean matter hard life is stop smilling happy always
They cancelled Chewing Gum. #devastated,0,cancelled chewing gum devastated
Why do people have a constant desire to talk to me? Can't y'all just leave me alone to be miserable and wallow in self loathing?,1,people constant desire talk me ca not yall just leave miserable wallow self loathing
jfc ANOTHER bad morning  I dont even have anything to be depressed about  oh hang on … leaving me to fester under the poverty line for 10 years,1,jfc bad morning dont depressed oh hang leaving fester poverty line year
Can't believe I'm gonna end this year feeling like ??’©.   ,1,ca not believe gonna end year feeling like
MOTIVATION TIP - Great #salespeople know how to increase #business by eliminating #consumer #complaints #concerns #fears and pet peeves !!,0,motivation tip great salesperson know increase business eliminating consumer complaint concern fear pet peeve
"I could 😭 rn I am so blessed with the friends I have, they support and love me through everything and I couldn't thank them enough 😭❤️",0,rn blessed friend have support love not thank
Sometimes the most difficult thing for a person is facing themselves.,1,difficult thing person facing themselves
Bruno Mars' 24K but instead of  it's  ,0,bruno mar k instead
"Difficulties are meant to rouse, not discourage. The human spirit is to grow strong by conflict. William Ellery Channing",0,difficulty meant rouse not discourage human spirit grow strong conflict william ellery channing
Sometimes I don't want to think because I know that my mind will definitely plunge into imagining the life that will never happen.,1,not want think know mind definitely plunge imagining life happen
@stevenmnuchin1 Does your wife look #adorable at 6:00 a.m.?  #AdorableWife  #AdorableWedding  #AdorableHoneymoon #AdorableJet  #AdorableJob,0,doe wife look adorable am adorablewife adorablewedding adorablehoneymoon adorablejet adorablejob
"When I don't have anything to distract me, I just find myself peering down the balcony and seeing my bloodied self on the ground.    ",1,not distract me just peering balcony seeing bloodied self ground
" , every time somebody tries to do something good, so much is fabricated that common man fails to decipher ",1,time somebody try good fabricated common man fails decipher
"I just need 2 more things to do... But, why is it so hard? ???? ",0,just need thing do but hard
Not even in a sexual way but I’m just craving affection because I feel like crap. I just want someone to hug me for a couple of hours and tell me I’m going to be okay.,1,not sexual way just craving affection feel like crap just want hug couple hour tell going okay
wow i’m  but i have so many good things happening in the next few months i just gotta hang in there.......,0,wow good thing happening month just gotta hang there
Ever feel like just not eating...or drinking anything?,1,feel like just not eatingor drinking anything
“Have no #fear of #perfection - you'll never reach it.” ― Salvador Dalí #Agile #designthinking,0,fear perfection reach it salvador dal agile designthinking
Can finally start looking forward to my sisters wedding on Friday now the car is sorted ☺️🎉👰🏻 #relieved,0,finally start looking forward sister wedding friday car sorted relieved
Gotta do my best today and keep my happiness on and not let anything bring me down... big day today 💖🤘☇ #stoked ,0,gotta best today happiness not let bring down big day today stoked
We'd be perfect together but Im to shy and you wont reach out so i guess we'll never know what could of been.,0,perfect im shy wont reach guess know been
It's a  when your neighbor loses his job; it's a  when you lose yours.,0,neighbor loses job lose yours
"Why is it that every one gets  what I want,  I guess  whatever...   ",1,get want guess whatever
Just ate half a tub of ice cream half a tub of clotted cream with a shit load of Galaxy on top ,1,just ate half tub ice cream half tub clotted cream shit load galaxy
So now our Parliament is going to limit the Supreme Court of its powers to save  & Co from  case. ,0,parliament going limit supreme court power save case
